Loan ID,Disbursed Date,Region,Loan Purpose,Loan Amount (INR),Tenure (months),Interest Rate (%),Applicant Age,Employment Type,Education Level,Marital Status,Monthly Income (INR),Credit Score,EMI (INR),EMI to Income Ratio,Late Payments Count,Loan Status
LN-104249,2023-12-20,East India,Education Loan,382298.0,84,14.81,22,Salaried,Below High School,Divorced,14434.0,863,7336.42,0.508,0,Active
LN-105175,2023-12-20,East India,Agriculture Loan,773900.0,24,15.37,35,Salaried,Post-Graduate,Single,74930.0,694,37660.01,0.503,0,Fully Paid
LN-105221,2023-12-21,South India,Personal Loan,349538.0,12,16.78,39,Salaried,Post-Graduate,Divorced,67341.0,798,31843.04,0.473,0,Fully Paid
LN-105584,2023-12-21,South India,Business Loan,4230550.0,36,10.69,25,Self-Employed,Graduate,Divorced,31717.0,654,137882.54,4.347,1,Active
LN-106279,2023-12-21,East India,Home Loan,4637173.0,180,18.13,57,Salaried,Professional Degree,Divorced,101970.0,598,75112.14,0.737,7,Defaulted
LN-106928,2023-12-21,West India,Personal Loan,303388.0,12,10.32,27,Self-Employed,Graduate,Single,33897.0,604,26717.8,0.788,4,Restructured
LN-100845,2023-12-22,East India,Personal Loan,324409.0,12,17.88,36,Salaried,High School,Married,25284.0,610,29723.29,1.176,0,Fully Paid
LN-101034,2023-12-23,South India,Personal Loan,51585.0,24,13.96,37,Salaried,Professional Degree,Married,119812.0,646,2475.77,0.021,0,Fully Paid
LN-101099,2023-12-23,West India,Home Loan,2612059.0,120,14.53,45,Self-Employed,Post-Graduate,Divorced,62827.0,724,41393.01,0.659,9,Written Off
LN-106923,2023-12-23,East India,Home Loan,4287012.0,180,18.44,29,Salaried,Post-Graduate,Divorced,88061.0,597,70400.35,0.799,3,Active
LN-104639,2023-12-24,Central India,Personal Loan,386851.0,12,15.56,24,Self-Employed,High School,Single,38619.0,655,35018.82,0.907,0,Active
LN-101770,2023-12-25,Central India,Personal Loan,221287.0,48,14.06,37,Salaried,Graduate,Divorced,42014.0,637,6053.66,0.144,1,Active
LN-101171,2023-12-26,East India,Vehicle Loan,266283.0,48,10.4,21,Salaried,Post-Graduate,Married,104964.0,683,6804.89,0.065,1,Active
LN-102954,2023-12-26,North India,Business Loan,1877854.0,24,15.27,32,Salaried,Graduate,Single,51475.0,670,91291.92,1.774,0,Fully Paid
LN-105518,2023-12-26,South India,Home Loan,3496204.0,180,15.66,55,Salaried,Below High School,Married,19288.0,711,50522.41,2.619,10,Written Off
LN-106244,2023-12-26,South India,Personal Loan,360006.0,48,13.13,45,Salaried,High School,Married,19636.0,775,9681.3,0.493,0,Active
LN-103581,2023-12-27,East India,Education Loan,1853873.0,84,16.02,44,Business Owner,Graduate,Married,81175.0,753,36842.86,0.454,1,Active
LN-105854,2023-12-27,Central India,Gold Loan,590804.0,12,16.01,44,Salaried,Professional Degree,Married,87734.0,739,53606.95,0.611,3,Restructured
LN-100604,2023-12-28,South India,Home Loan,2996990.0,240,9.84,45,Salaried,High School,Single,23901.0,666,28604.62,1.197,1,Active
LN-100652,2023-12-28,Central India,Education Loan,890902.0,60,8.84,36,Self-Employed,Below High School,Single,27619.0,671,18424.56,0.667,0,Active
LN-103409,2023-12-28,North India,Personal Loan,225584.0,48,11.38,46,Self-Employed,High School,Married,33316.0,705,5872.05,0.176,1,Active
LN-100659,2023-12-29,North India,Vehicle Loan,607406.0,72,14.91,35,Self-Employed,High School,Divorced,30524.0,601,12813.94,0.42,1,Active
LN-100689,2023-12-29,West India,Vehicle Loan,1008272.0,60,8.33,65,Unemployed,Graduate,Single,15914.0,555,20603.73,1.295,1,Active
LN-104391,2023-12-29,South India,Home Loan,2769860.0,300,15.22,41,Salaried,Graduate,Married,53408.0,756,35950.67,0.673,0,Active
LN-105173,2023-12-30,East India,Personal Loan,281649.0,24,14.9,44,Business Owner,Post-Graduate,Married,117638.0,762,13642.84,0.116,0,Fully Paid
LN-105312,2023-12-30,South India,Personal Loan,246996.0,48,11.33,55,Business Owner,Graduate,Divorced,105045.0,709,6423.4,0.061,1,Active
LN-100987,2023-12-31,East India,Business Loan,3008575.0,60,17.92,35,Retired,Professional Degree,Single,141826.0,657,76267.16,0.538,3,Written Off
LN-102347,2023-12-31,Central India,Personal Loan,139082.0,48,7.74,30,Self-Employed,Below High School,Single,12824.0,712,3378.45,0.263,0,Active
LN-104604,2023-12-31,West India,Agriculture Loan,592720.0,24,18.11,41,Salaried,Graduate,Single,51810.0,758,29622.53,0.572,0,Fully Paid
LN-100415,2024-01-01,East India,Home Loan,5101658.0,300,16.59,29,Salaried,Post-Graduate,Divorced,70425.0,721,71696.15,1.018,0,Active
LN-102014,2024-01-01,Central India,Home Loan,5717630.0,300,12.24,25,Self-Employed,Graduate,Divorced,66980.0,709,61235.89,0.914,3,Defaulted
LN-102532,2024-01-01,North India,Business Loan,3625494.0,36,11.05,50,Self-Employed,Post-Graduate,Married,111412.0,776,118779.89,1.066,11,Defaulted
LN-104351,2024-01-01,South India,Personal Loan,271502.0,12,18.32,34,Self-Employed,Professional Degree,Married,115501.0,714,24932.67,0.216,0,Fully Paid
LN-106698,2024-01-01,East India,Education Loan,1406195.0,36,14.53,22,Business Owner,Post-Graduate,Married,81716.0,740,48423.18,0.593,0,Active
LN-101838,2024-01-02,South India,Agriculture Loan,702605.0,24,8.95,36,Business Owner,Graduate,Married,79472.0,772,32082.21,0.404,1,Active
LN-106354,2024-01-02,Central India,Home Loan,5605298.0,180,18.36,42,Business Owner,Graduate,Divorced,104765.0,696,91724.48,0.876,0,Active
LN-102450,2024-01-03,Central India,Business Loan,2243578.0,60,17.96,32,Salaried,High School,Married,37460.0,711,56923.33,1.52,1,Active
LN-103786,2024-01-03,Central India,Business Loan,3272191.0,24,16.23,21,Self-Employed,Below High School,Single,20832.0,721,160576.48,7.708,0,Fully Paid
LN-103973,2024-01-03,East India,Home Loan,4665557.0,120,14.7,33,Self-Employed,Post-Graduate,Married,55013.0,819,74416.91,1.353,12,Written Off
LN-100888,2024-01-04,Central India,Agriculture Loan,388781.0,12,15.65,45,Business Owner,High School,Married,31212.0,603,35210.07,1.128,3,Active
LN-102010,2024-01-04,North India,Vehicle Loan,433645.0,36,17.3,32,Business Owner,Graduate,Married,107491.0,760,15525.45,0.144,0,Active
LN-102367,2024-01-04,Central India,Personal Loan,237202.0,36,13.21,35,Salaried,High School,Divorced,33583.0,755,8016.29,0.239,1,Active
LN-103589,2024-01-04,East India,Vehicle Loan,1072048.0,72,16.49,31,Business Owner,Graduate,Married,101508.0,713,23544.87,0.232,1,Active
LN-104717,2024-01-04,South India,Home Loan,4962808.0,240,17.43,36,Salaried,Graduate,Single,58559.0,613,74421.68,1.271,4,Restructured
LN-106190,2024-01-04,South India,Business Loan,4611550.0,24,8.0,42,Salaried,High School,Married,33916.0,695,208567.92,6.15,1,Active
LN-106972,2024-01-04,West India,Personal Loan,437403.0,36,15.34,48,Salaried,Professional Degree,Married,79480.0,672,15235.65,0.192,0,Active
LN-101002,2024-01-05,East India,Vehicle Loan,596825.0,72,13.91,27,Salaried,Professional Degree,Divorced,129959.0,713,12269.28,0.094,1,Active
LN-103649,2024-01-05,South India,Business Loan,3462220.0,36,11.04,33,Business Owner,Graduate,Divorced,51248.0,688,113414.24,2.213,3,Defaulted
LN-104544,2024-01-05,South India,Business Loan,4439242.0,36,8.55,27,Salaried,Graduate,Married,66816.0,688,140238.81,2.099,1,Active
LN-105139,2024-01-05,East India,Education Loan,340191.0,84,10.76,36,Self-Employed,High School,Married,29258.0,563,5782.06,0.198,0,Active
LN-105258,2024-01-05,South India,Personal Loan,169928.0,12,14.21,21,Salaried,Graduate,Divorced,53440.0,550,15274.14,0.286,1,Active
LN-100408,2024-01-06,South India,Home Loan,5753153.0,120,16.72,30,Salaried,Graduate,Married,60900.0,735,98970.03,1.625,5,Defaulted
LN-101745,2024-01-06,East India,Vehicle Loan,421727.0,48,8.59,42,Self-Employed,Post-Graduate,Single,64923.0,524,10412.78,0.16,5,Restructured
LN-100200,2024-01-07,West India,Gold Loan,402409.0,6,9.36,41,Self-Employed,Graduate,Single,50196.0,663,68910.98,1.373,0,Fully Paid
LN-100449,2024-01-07,East India,Agriculture Loan,775720.0,12,17.59,48,Business Owner,Graduate,Married,59332.0,575,70966.73,1.196,3,Active
LN-103839,2024-01-07,South India,Vehicle Loan,685613.0,36,11.5,24,Salaried,High School,Married,36312.0,586,22608.78,0.623,0,Active
LN-104145,2024-01-07,Central India,Home Loan,4586517.0,300,15.05,54,Retired,Professional Degree,Married,148022.0,731,58923.5,0.398,7,Written Off
LN-104182,2024-01-07,Central India,Education Loan,314700.0,36,17.4,52,Business Owner,Post-Graduate,Divorced,143576.0,793,11282.66,0.079,1,Active
LN-104714,2024-01-07,Central India,Education Loan,984732.0,36,18.05,30,Self-Employed,Professional Degree,Single,144790.0,572,35625.13,0.246,2,Active
LN-105600,2024-01-07,East India,Education Loan,1737939.0,36,10.37,38,Salaried,High School,Married,22871.0,740,56380.79,2.465,1,Active
LN-106460,2024-01-07,West India,Personal Loan,66908.0,24,12.49,35,Retired,Professional Degree,Divorced,92967.0,693,3164.92,0.034,0,Fully Paid
LN-100111,2024-01-08,Central India,Personal Loan,94457.0,48,8.82,21,Business Owner,Post-Graduate,Single,109012.0,666,2342.5,0.021,0,Active
LN-101358,2024-01-09,West India,Business Loan,2236658.0,24,16.88,49,Salaried,Graduate,Single,55286.0,703,110456.51,1.998,1,Active
LN-102607,2024-01-09,Central India,Personal Loan,425292.0,48,11.7,32,Business Owner,Professional Degree,Divorced,115292.0,649,11137.03,0.097,1,Active
LN-106801,2024-01-10,West India,Vehicle Loan,670054.0,72,10.45,48,Business Owner,High School,Divorced,56307.0,738,12565.9,0.223,6,Defaulted
LN-101192,2024-01-11,West India,Education Loan,744895.0,84,13.39,50,Salaried,High School,Single,32672.0,692,13709.54,0.42,1,Active
LN-101885,2024-01-11,East India,Vehicle Loan,373469.0,72,10.78,42,Business Owner,Graduate,Divorced,87513.0,675,7066.63,0.081,1,Active
LN-103573,2024-01-11,West India,Education Loan,1912338.0,84,16.75,28,Salaried,Post-Graduate,Single,92038.0,768,38804.37,0.422,0,Active
LN-105327,2024-01-11,North India,Agriculture Loan,699550.0,12,17.06,41,Unemployed,Graduate,Single,19210.0,532,63822.21,3.322,8,Defaulted
LN-105443,2024-01-11,South India,Home Loan,2785501.0,300,12.68,31,Salaried,High School,Divorced,18945.0,671,30746.59,1.623,11,Written Off
LN-102254,2024-01-12,East India,Personal Loan,282990.0,48,16.52,62,Salaried,Below High School,Single,14251.0,798,8095.58,0.568,1,Active
LN-106949,2024-01-12,South India,Personal Loan,146086.0,48,13.62,50,Retired,Graduate,Married,62187.0,581,3964.22,0.064,1,Active
LN-100642,2024-01-13,West India,Personal Loan,105501.0,12,13.25,42,Self-Employed,Graduate,Single,37602.0,663,9435.44,0.251,0,Fully Paid
LN-106507,2024-01-13,West India,Home Loan,2223613.0,120,10.01,39,Salaried,High School,Single,28898.0,630,29397.52,1.017,5,Restructured
LN-100448,2024-01-14,East India,Business Loan,4807627.0,84,12.24,30,Self-Employed,Professional Degree,Married,131595.0,598,85486.04,0.65,3,Defaulted
LN-101177,2024-01-14,North India,Personal Loan,195653.0,36,12.19,41,Retired,High School,Single,18113.0,634,6516.25,0.36,0,Active
LN-102855,2024-01-14,North India,Vehicle Loan,469664.0,36,18.26,44,Self-Employed,Post-Graduate,Divorced,103877.0,682,17040.8,0.164,0,Active
LN-103968,2024-01-14,West India,Home Loan,3032184.0,240,12.25,39,Salaried,Graduate,Divorced,68765.0,734,33916.94,0.493,1,Active
LN-106646,2024-01-14,West India,Business Loan,4060886.0,24,16.07,47,Salaried,High School,Single,30562.0,666,198969.46,6.51,0,Fully Paid
LN-100190,2024-01-15,East India,Home Loan,1880638.0,300,15.78,47,Retired,Graduate,Single,34052.0,656,25231.36,0.741,4,Defaulted
LN-100546,2024-01-15,East India,Vehicle Loan,924911.0,48,16.12,46,Salaried,Professional Degree,Divorced,99207.0,681,26269.12,0.265,1,Active
LN-101225,2024-01-15,South India,Home Loan,4186884.0,240,14.85,24,Salaried,Graduate,Single,66993.0,817,54668.98,0.816,1,Active
LN-102712,2024-01-15,West India,Vehicle Loan,461838.0,72,9.9,44,Salaried,Post-Graduate,Single,80726.0,665,8532.66,0.106,0,Active
LN-102970,2024-01-15,South India,Personal Loan,471259.0,24,16.92,29,Unemployed,High School,Single,10183.0,651,23282.0,2.286,0,Fully Paid
LN-103726,2024-01-15,South India,Business Loan,3472802.0,24,10.67,34,Retired,Below High School,Single,13728.0,746,161328.24,11.752,0,Active
LN-104716,2024-01-15,North India,Home Loan,5951640.0,300,10.57,40,Salaried,Graduate,Married,56047.0,760,56492.11,1.008,0,Active
LN-105227,2024-01-15,West India,Business Loan,2957285.0,84,8.96,33,Salaried,Post-Graduate,Divorced,77798.0,560,47519.98,0.611,0,Active
LN-105531,2024-01-15,West India,Vehicle Loan,349436.0,36,8.79,21,Business Owner,Graduate,Single,110191.0,779,11077.85,0.101,0,Active
LN-105921,2024-01-15,East India,Home Loan,4757068.0,120,11.83,37,Salaried,Post-Graduate,Single,69493.0,830,67783.43,0.975,0,Active
LN-106806,2024-01-15,East India,Business Loan,2247665.0,24,11.02,32,Salaried,Post-Graduate,Divorced,56230.0,711,104779.68,1.863,1,Active
LN-102788,2024-01-16,North India,Home Loan,1501871.0,300,17.49,28,Salaried,Graduate,Married,68935.0,600,22178.63,0.322,1,Active
LN-103592,2024-01-16,South India,Business Loan,4733288.0,60,11.93,31,Business Owner,Post-Graduate,Single,134502.0,608,105122.02,0.782,4,Restructured
LN-106598,2024-01-16,North India,Education Loan,592719.0,36,8.71,44,Salaried,Post-Graduate,Divorced,85404.0,757,18768.41,0.22,0,Active
LN-101021,2024-01-17,East India,Business Loan,3348049.0,24,7.79,33,Self-Employed,Graduate,Single,35780.0,680,151102.72,4.223,0,Fully Paid
LN-101904,2024-01-17,East India,Gold Loan,707043.0,6,11.91,37,Self-Employed,High School,Married,18702.0,763,121967.67,6.522,0,Fully Paid
LN-102541,2024-01-17,Central India,Business Loan,4346170.0,36,12.1,56,Self-Employed,Graduate,Divorced,69294.0,666,144562.71,2.086,1,Active
LN-104303,2024-01-17,South India,Vehicle Loan,954175.0,60,7.73,45,Salaried,Graduate,Single,55360.0,765,19224.17,0.347,0,Active
LN-100831,2024-01-18,North India,Gold Loan,236697.0,12,16.33,50,Salaried,High School,Married,23310.0,642,21512.7,0.923,4,Restructured
LN-101364,2024-01-18,West India,Personal Loan,374518.0,24,18.02,30,Self-Employed,Graduate,Single,48406.0,612,18701.09,0.386,0,Fully Paid
LN-104444,2024-01-18,South India,Home Loan,4036299.0,240,18.06,42,Self-Employed,High School,Married,27013.0,640,62479.11,2.313,2,Active
LN-103745,2024-01-19,East India,Business Loan,3497355.0,24,13.02,30,Self-Employed,Below High School,Single,15109.0,621,166303.49,11.007,0,Fully Paid
LN-105130,2024-01-19,West India,Home Loan,2881046.0,120,15.73,42,Self-Employed,Post-Graduate,Divorced,68377.0,754,47777.65,0.699,1,Active
LN-106356,2024-01-19,East India,Vehicle Loan,780336.0,60,10.73,24,Salaried,High School,Single,29731.0,625,16861.51,0.567,3,Active
LN-100224,2024-01-20,Central India,Vehicle Loan,885419.0,36,12.08,39,Salaried,High School,Single,32001.0,689,29442.42,0.92,10,Defaulted
LN-101682,2024-01-20,West India,Business Loan,3627758.0,60,13.67,46,Salaried,Professional Degree,Divorced,110583.0,694,83792.22,0.758,0,Active
LN-102581,2024-01-20,West India,Personal Loan,122611.0,36,9.71,32,Salaried,Professional Degree,Divorced,150552.0,704,3939.64,0.026,0,Active
LN-104364,2024-01-20,West India,Business Loan,3085404.0,24,13.45,38,Salaried,Professional Degree,Single,141471.0,716,147338.73,1.041,0,Fully Paid
LN-104365,2024-01-20,South India,Education Loan,1845089.0,84,8.21,21,Salaried,Professional Degree,Married,96536.0,686,28951.37,0.3,0,Active
LN-101432,2024-01-21,Central India,Personal Loan,402013.0,48,13.37,32,Self-Employed,High School,Single,36803.0,689,10858.97,0.295,0,Active
LN-102771,2024-01-21,South India,Business Loan,1204171.0,60,14.03,40,Self-Employed,Graduate,Divorced,71236.0,689,28037.69,0.394,0,Active
LN-103061,2024-01-21,East India,Business Loan,1187410.0,84,11.09,57,Salaried,Post-Graduate,Single,86463.0,696,20387.59,0.236,0,Active
LN-101141,2024-01-22,East India,Agriculture Loan,880404.0,36,11.21,21,Self-Employed,Professional Degree,Divorced,92216.0,594,28910.93,0.314,10,Written Off
LN-103071,2024-01-22,East India,Home Loan,4170084.0,180,9.25,47,Salaried,Below High School,Married,16618.0,718,42918.18,2.583,0,Active
LN-103712,2024-01-22,East India,Home Loan,3141373.0,300,14.71,42,Salaried,Post-Graduate,Single,95081.0,606,39530.16,0.416,8,Defaulted
LN-103796,2024-01-22,West India,Personal Loan,303776.0,24,12.19,28,Salaried,Graduate,Single,49094.0,771,14326.76,0.292,0,Fully Paid
LN-104827,2024-01-22,South India,Home Loan,2667647.0,180,16.17,30,Salaried,Post-Graduate,Single,68237.0,817,39496.4,0.579,0,Active
LN-101608,2024-01-23,South India,Personal Loan,379391.0,48,14.72,45,Salaried,Graduate,Divorced,61198.0,755,10504.97,0.172,0,Active
LN-101714,2024-01-23,North India,Vehicle Loan,1106689.0,72,16.28,25,Salaried,Graduate,Single,33176.0,775,24177.05,0.729,1,Active
LN-101778,2024-01-23,Central India,Business Loan,2177082.0,36,18.31,35,Salaried,Below High School,Married,23466.0,661,79045.7,3.369,0,Active
LN-104066,2024-01-23,West India,Vehicle Loan,908665.0,48,11.21,45,Business Owner,Post-Graduate,Married,113162.0,677,23577.7,0.208,0,Active
LN-104711,2024-01-23,East India,Business Loan,4303509.0,60,17.68,43,Salaried,High School,Married,23285.0,710,108533.07,4.661,8,Defaulted
LN-101428,2024-01-24,South India,Gold Loan,394721.0,24,16.33,58,Unemployed,Post-Graduate,Married,21563.0,544,19389.06,0.899,10,Written Off
LN-103719,2024-01-24,East India,Gold Loan,96808.0,24,15.63,21,Salaried,Post-Graduate,Single,92262.0,664,4722.92,0.051,0,Fully Paid
LN-104367,2024-01-24,East India,Vehicle Loan,761909.0,36,10.05,24,Business Owner,Graduate,Single,93127.0,656,24602.55,0.264,0,Active
LN-105523,2024-01-24,North India,Vehicle Loan,968271.0,72,14.38,45,Business Owner,High School,Divorced,54536.0,713,20149.5,0.369,0,Active
LN-102460,2024-01-25,West India,Home Loan,1767632.0,120,7.55,47,Unemployed,High School,Divorced,6077.0,655,21028.26,3.46,0,Active
LN-106208,2024-01-25,South India,Education Loan,1560660.0,120,9.08,49,Self-Employed,Graduate,Single,34338.0,718,19837.41,0.578,1,Active
LN-106823,2024-01-25,Central India,Business Loan,3883892.0,36,11.15,44,Self-Employed,High School,Married,29279.0,716,127429.71,4.352,1,Active
LN-101878,2024-01-26,South India,Personal Loan,192766.0,12,15.47,42,Retired,Below High School,Single,27499.0,703,17441.51,0.634,11,Defaulted
LN-105977,2024-01-26,North India,Gold Loan,657239.0,6,11.46,32,Salaried,Post-Graduate,Divorced,67497.0,791,113230.2,1.678,0,Fully Paid
LN-106052,2024-01-26,North India,Home Loan,4231164.0,300,12.43,58,Salaried,Graduate,Single,38797.0,734,45913.81,1.183,6,Written Off
LN-106610,2024-01-26,North India,Business Loan,3911484.0,84,12.48,41,Self-Employed,Graduate,Divorced,61788.0,607,70056.46,1.134,5,Restructured
LN-100169,2024-01-27,South India,Business Loan,2052492.0,36,9.81,31,Self-Employed,Graduate,Single,42149.0,658,66045.2,1.567,1,Active
LN-100574,2024-01-27,North India,Home Loan,5200260.0,180,15.43,33,Salaried,Graduate,Divorced,41178.0,629,74319.78,1.805,0,Active
LN-104315,2024-01-27,Central India,Vehicle Loan,866168.0,72,13.98,42,Business Owner,Post-Graduate,Divorced,115848.0,654,17838.76,0.154,0,Active
LN-106567,2024-01-27,East India,Education Loan,1372376.0,36,15.45,65,Salaried,Post-Graduate,Divorced,105030.0,729,47876.85,0.456,1,Active
LN-106609,2024-01-27,South India,Home Loan,3315178.0,240,10.25,37,Salaried,Post-Graduate,Divorced,55130.0,792,32543.23,0.59,1,Active
LN-102457,2024-01-28,Central India,Education Loan,1262682.0,36,17.24,37,Self-Employed,High School,Single,26084.0,581,45169.02,1.732,12,Defaulted
LN-104392,2024-01-28,East India,Personal Loan,348353.0,24,10.39,33,Salaried,Professional Degree,Single,101812.0,668,16137.5,0.159,0,Fully Paid
LN-104845,2024-01-28,West India,Gold Loan,612711.0,24,16.01,26,Self-Employed,Graduate,Married,34459.0,685,30003.16,0.871,0,Fully Paid
LN-105985,2024-01-28,North India,Home Loan,3747842.0,180,16.85,38,Salaried,Professional Degree,Divorced,89993.0,667,57281.49,0.637,12,Written Off
LN-106915,2024-01-28,Central India,Gold Loan,670942.0,24,17.64,26,Salaried,Professional Degree,Married,93962.0,657,33379.59,0.355,0,Fully Paid
LN-105185,2024-01-29,East India,Business Loan,4635438.0,60,8.98,28,Business Owner,High School,Married,29090.0,670,96179.08,3.306,6,Restructured
LN-106599,2024-01-29,North India,Business Loan,2338132.0,84,8.46,37,Business Owner,High School,Married,52631.0,685,36980.78,0.703,1,Active
LN-101142,2024-01-30,West India,Vehicle Loan,866741.0,72,11.69,48,Business Owner,Below High School,Divorced,31975.0,672,16805.55,0.526,10,Written Off
LN-101534,2024-01-30,North India,Home Loan,4156944.0,240,17.58,41,Self-Employed,Post-Graduate,Married,65346.0,692,62814.17,0.961,6,Defaulted
LN-106143,2024-01-30,East India,Education Loan,1268222.0,60,11.11,41,Salaried,High School,Divorced,20157.0,765,27643.84,1.371,6,Restructured
LN-106256,2024-01-30,West India,Vehicle Loan,576495.0,60,18.24,37,Retired,Professional Degree,Single,109373.0,662,14714.55,0.135,1,Active
LN-100234,2024-01-31,West India,Education Loan,1150081.0,60,15.77,21,Unemployed,Post-Graduate,Divorced,30947.0,479,27827.38,0.899,3,Restructured
LN-102699,2024-01-31,North India,Business Loan,4608997.0,84,15.12,47,Business Owner,Graduate,Single,88558.0,678,89249.27,1.008,8,Defaulted
LN-104913,2024-01-31,East India,Personal Loan,138235.0,24,16.25,35,Self-Employed,Graduate,Single,39535.0,534,6784.94,0.172,0,Active
LN-105197,2024-01-31,South India,Personal Loan,195955.0,24,11.64,26,Salaried,Graduate,Divorced,35550.0,650,9191.37,0.259,0,Fully Paid
LN-102420,2024-02-01,North India,Home Loan,1964446.0,180,18.2,32,Unemployed,Post-Graduate,Married,30200.0,582,31918.93,1.057,11,Defaulted
LN-102692,2024-02-01,West India,Business Loan,3701934.0,60,11.46,45,Self-Employed,Graduate,Married,63175.0,604,81340.86,1.288,7,Defaulted
LN-106176,2024-02-01,Central India,Gold Loan,549878.0,24,17.53,24,Salaried,Professional Degree,Married,105784.0,739,27327.45,0.258,0,Fully Paid
LN-104422,2024-02-02,Central India,Personal Loan,141167.0,12,14.83,40,Self-Employed,Graduate,Single,58114.0,696,12730.17,0.219,0,Fully Paid
LN-101053,2024-02-03,North India,Personal Loan,120062.0,36,14.26,38,Retired,High School,Single,29685.0,609,4118.61,0.139,0,Active
LN-102600,2024-02-03,Central India,Personal Loan,319237.0,24,17.47,34,Salaried,Post-Graduate,Married,108454.0,638,15855.99,0.146,1,Active
LN-104161,2024-02-03,North India,Home Loan,3261125.0,240,11.59,31,Self-Employed,Post-Graduate,Married,94225.0,714,34980.05,0.371,1,Active
LN-105930,2024-02-03,Central India,Vehicle Loan,725974.0,36,10.41,59,Salaried,Below High School,Married,15739.0,702,23565.13,1.497,0,Active
LN-106508,2024-02-03,South India,Personal Loan,309597.0,48,15.14,21,Self-Employed,Graduate,Single,66958.0,607,8638.3,0.129,2,Active
LN-100026,2024-02-04,Central India,Vehicle Loan,1174127.0,36,12.52,23,Salaried,Graduate,Divorced,41923.0,573,39290.07,0.937,0,Active
LN-102193,2024-02-04,East India,Agriculture Loan,199901.0,12,17.61,26,Self-Employed,Graduate,Divorced,51652.0,636,18289.84,0.354,0,Fully Paid
LN-104771,2024-02-04,North India,Home Loan,4589483.0,120,11.17,54,Salaried,High School,Divorced,24655.0,662,63662.58,2.582,0,Active
LN-105621,2024-02-04,Central India,Home Loan,1954037.0,240,12.62,30,Salaried,Post-Graduate,Divorced,96014.0,707,22366.12,0.233,0,Active
LN-100424,2024-02-05,North India,Home Loan,3795850.0,120,17.51,21,Salaried,High School,Married,19685.0,581,67202.73,3.414,0,Active
LN-100821,2024-02-05,North India,Business Loan,4540274.0,60,12.17,47,Self-Employed,Graduate,Married,55519.0,621,101386.36,1.826,11,Written Off
LN-100656,2024-02-06,North India,Vehicle Loan,234890.0,48,11.98,27,Business Owner,Post-Graduate,Married,167134.0,721,6183.25,0.037,1,Active
LN-105565,2024-02-06,South India,Personal Loan,168532.0,24,14.88,32,Salaried,Graduate,Single,68261.0,623,8161.95,0.12,0,Fully Paid
LN-106311,2024-02-06,West India,Gold Loan,357609.0,6,8.16,39,Salaried,Graduate,Single,61257.0,659,61028.03,0.996,0,Fully Paid
LN-106812,2024-02-06,North India,Personal Loan,395993.0,24,17.13,42,Self-Employed,Post-Graduate,Married,73996.0,784,19603.54,0.265,0,Fully Paid
LN-100874,2024-02-07,North India,Personal Loan,444623.0,48,11.97,53,Self-Employed,High School,Single,26003.0,719,11702.08,0.45,0,Active
LN-101319,2024-02-07,East India,Vehicle Loan,501732.0,60,13.6,39,Business Owner,Below High School,Divorced,40164.0,692,11570.64,0.288,1,Active
LN-101856,2024-02-08,North India,Business Loan,3022821.0,36,11.85,45,Retired,Below High School,Divorced,24612.0,702,100184.49,4.071,1,Active
LN-103256,2024-02-08,West India,Vehicle Loan,584105.0,48,14.02,21,Salaried,Post-Graduate,Divorced,53912.0,608,15967.39,0.296,0,Active
LN-105638,2024-02-08,South India,Business Loan,3056048.0,24,12.18,41,Retired,Below High School,Divorced,15570.0,731,144115.81,9.256,0,Fully Paid
LN-106660,2024-02-08,North India,Education Loan,1350811.0,60,8.27,21,Salaried,Graduate,Married,42678.0,710,27564.46,0.646,1,Active
LN-101066,2024-02-09,South India,Agriculture Loan,883016.0,24,13.23,28,Business Owner,Post-Graduate,Single,88950.0,748,42075.65,0.473,1,Active
LN-103342,2024-02-09,South India,Business Loan,3502797.0,84,8.55,37,Salaried,Professional Degree,Married,143097.0,828,55560.11,0.388,1,Active
LN-103701,2024-02-09,North India,Personal Loan,405229.0,48,10.92,38,Self-Employed,High School,Single,30526.0,610,10457.62,0.343,2,Active
LN-105109,2024-02-09,West India,Home Loan,5349472.0,300,8.3,55,Retired,Professional Degree,Single,80009.0,664,42356.81,0.529,0,Active
LN-106104,2024-02-09,East India,Business Loan,848598.0,36,7.51,49,Salaried,Professional Degree,Divorced,80964.0,686,26400.57,0.326,0,Active
LN-100904,2024-02-10,West India,Home Loan,4473459.0,180,14.92,44,Salaried,Graduate,Divorced,40097.0,652,62365.02,1.555,7,Written Off
LN-102047,2024-02-10,South India,Business Loan,4261823.0,60,12.82,36,Self-Employed,Post-Graduate,Single,70694.0,578,96577.32,1.366,3,Active
LN-106442,2024-02-10,West India,Home Loan,3607467.0,300,13.85,34,Salaried,Graduate,Married,48151.0,687,43011.66,0.893,6,Written Off
LN-102655,2024-02-11,West India,Gold Loan,750636.0,6,13.03,33,Self-Employed,Professional Degree,Single,109754.0,646,129903.34,1.184,0,Fully Paid
LN-103389,2024-02-11,West India,Vehicle Loan,283805.0,36,15.36,41,Salaried,Graduate,Single,41453.0,730,9888.3,0.239,0,Active
LN-104368,2024-02-11,East India,Business Loan,4946828.0,36,8.87,31,Business Owner,Graduate,Single,48159.0,752,157008.68,3.26,0,Active
